fruit,category,image,relative_path,processed_path,mask_path,lbp_bin_0,lbp_bin_1,lbp_bin_2,lbp_bin_3,lbp_bin_4,lbp_bin_5,lbp_bin_6,lbp_bin_7,lbp_bin_8,lbp_bin_9,lbp_entropy,lbp_energy,lbp_dominant,lbp_bin_variance
Apple,Overripe,Apple_Overripe_031.jpg,Apple/Overripe/Apple_Overripe_031.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_031.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_031_mask.png,0.0044025752698352,0.0154169033642618,0.0075901028845546,0.1072713501230827,0.3082907277662059,0.3002430095310232,0.075427633655242,0.0585274253613583,0.0974089503250646,0.0254213217193713,2.5535778825999715,0.2162603880358891,0.3082907277662059,2.753541407177796
Apple,Overripe,Apple_Overripe_032.jpg,Apple/Overripe/Apple_Overripe_032.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_032.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_032_mask.png,0.0019856530679517,0.0122788704537962,0.0031629177327452,0.1158742367400756,0.2196893590971164,0.3076349537727408,0.0716326306371356,0.0793790321314769,0.1702913337623809,0.0180710126045803,2.5879877569202243,0.1972521999149166,0.3076349537727408,3.0824744993334248
Apple,Overripe,Apple_Overripe_033.jpg,Apple/Overripe/Apple_Overripe_033.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_033.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_033_mask.png,0.0036905488650868,0.0151229258005438,0.0045368777401631,0.1012403574005216,0.1619956712359176,0.2516649092624452,0.0612894722237638,0.0754134524668405,0.3009670347966036,0.0240787502081136,2.59634949431604,0.2006948707794398,0.3009670347966036,3.8299561113986025
Apple,Overripe,Apple_Overripe_034.jpg,Apple/Overripe/Apple_Overripe_034.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_034.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_034_mask.png,0.0017532797096322,0.0109349287153381,0.0026183848295166,0.1124598206733209,0.2455052982882453,0.3070777133541471,0.0657249196413466,0.0731455991141323,0.1651620245766752,0.0156180310976453,2.5417022876777216,0.2045387483764128,0.3070777133541471,2.975143980256309
Apple,Overripe,Apple_Overripe_035.jpg,Apple/Overripe/Apple_Overripe_035.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_035.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_035_mask.png,0.0018336273326524,0.0115665521616686,0.0023635997895583,0.1166519667007087,0.209486120137406,0.3077902082753072,0.0712754928357008,0.083271438739826,0.1786123232135673,0.0171486708136044,2.583606542144192,0.1965804294007866,0.3077902082753072,3.1009977163909705
Apple,Overripe,Apple_Overripe_036.jpg,Apple/Overripe/Apple_Overripe_036.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_036.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_036_mask.png,0.0061953352769679,0.0198101218509381,0.0113534424758914,0.1108525827913583,0.2757157808178216,0.2406275697092023,0.0634110787172011,0.0561785153621888,0.1780948643193541,0.037760708679076,2.6971414443728965,0.1870894802799034,0.2757157808178216,3.740167596442211
Apple,Overripe,Apple_Overripe_037.jpg,Apple/Overripe/Apple_Overripe_037.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_037.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_037_mask.png,0.0027774503447869,0.0137399068780574,0.0064463370071314,0.1101255378086874,0.3082380503329993,0.3132404078505333,0.0826088878411033,0.0557258207107915,0.0829551482289149,0.0241424529969941,2.510866436086632,0.2228899474919833,0.3132404078505333,2.528463122411784
Apple,Overripe,Apple_Overripe_038.jpg,Apple/Overripe/Apple_Overripe_038.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_038.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_038_mask.png,0.0015512850196804,0.0105232692752952,0.0016400401327467,0.1108512773018445,0.1996141082040596,0.312707416840318,0.0701898587636026,0.0833140387435363,0.1950412904221656,0.0145674152967507,2.5555767163693512,0.200156721716572,0.312707416840318,3.093513121012016
Apple,Overripe,Apple_Overripe_039.jpg,Apple/Overripe/Apple_Overripe_039.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_039.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_039_mask.png,0.0024695633155937,0.0090125391849529,0.0033899540715899,0.0589733542319749,0.1201747831158416,0.1456723408908653,0.0420099147043814,0.0393262010643726,0.5637712327768463,0.0152001166435809,2.057117544055913,0.3606195117773999,0.5637712327768463,3.624924457811959
Apple,Overripe,Apple_Overripe_040.jpg,Apple/Overripe/Apple_Overripe_040.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ProcessedImages\Apple\Overripe\Apple_Overripe_040.jpg,C:\Users\user\Documents\ip-asgm\results\preprocessing\MedianFinal\ROIMasks\Apple\Overripe\Apple_Overripe_040_mask.png,0.0017393631255017,0.0112468321553935,0.0022824222008846,0.1156046844748067,0.2224535251617371,0.304553825811834,0.0697555447118638,0.0814824725715814,0.1743298336192919,0.0165514961671047,2.573374182179957,0.1979078450842722,0.304553825811834,3.063632705293273
